2010,"Japanese Grand Prix","Virgin",209.443
2010,"Japanese Grand Prix","HRT",208.366
2010,"Japanese Grand Prix","HRT",209.458
2010,"Japanese Grand Prix","Mercedes",217.517
2010,"Japanese Grand Prix","Force India",217.041
2010,"Japanese Grand Prix","Renault",129.541
2010,"Japanese Grand Prix","Williams",
2010,"Japanese Grand Prix","Ferrari",
2010,"Japanese Grand Prix","Renault",
2010,"Japanese Grand Prix","Force India",
2010,"Japanese Grand Prix","Virgin",
2010,"Korean Grand Prix","Ferrari",183.335
2010,"Korean Grand Prix","McLaren",183.048
2010,"Korean Grand Prix","Ferrari",182.928
2010,"Korean Grand Prix","Mercedes",180.748
2010,"Korean Grand Prix","Renault",181.122
2010,"Korean Grand Prix","Force India",181.501
2010,"Korean Grand Prix","Williams",181.187
2010,"Korean Grand Prix","Sauber",178.748
2010,"Korean Grand Prix","Sauber",178.469
2010,"Korean Grand Prix","Williams",180.511
2010,"Korean Grand Prix","Toro Rosso",180.543
2010,"Korean Grand Prix","McLaren",180.171
2010,"Korean Grand Prix","Lotus",175.746
2010,"Korean Grand Prix","HRT",169.452
2010,"Korean Grand Prix","HRT",170.851
2010,"Korean Grand Prix","Force India",179.518
2010,"Korean Grand Prix","Red Bull",183.139
2010,"Korean Grand Prix","Renault",178.835
2010,"Korean Grand Prix","Virgin",171.157
2010,"Korean Grand Prix","Toro Rosso",173.112
2010,"Korean Grand Prix","Virgin",164.83
2010,"Korean Grand Prix","Lotus",161.503
2010,"Korean Grand Prix","Red Bull",168.414
2010,"Korean Grand Prix","Mercedes",167.539
2010,"Brazilian Grand Prix","Red Bull",208.828
2010,"Brazilian Grand Prix","Red Bull",209.493
2010,"Brazilian Grand Prix","Ferrari",210.038
2010,"Brazilian Grand Prix","McLaren",210.049
2010,"Brazilian Grand Prix","McLaren",209.819
2010,"Brazilian Grand Prix","Mercedes",209.107
2010,"Brazilian Grand Prix","Mercedes",206.229
2010,"Brazilian Grand Prix","Williams",206.873
2010,"Brazilian Grand Prix","Renault",206.388
2010,"Brazilian Grand Prix","Sauber",207.529
2010,"Brazilian Grand Prix","Toro Rosso",204.932
2010,"Brazilian Grand Prix","Force India",206.84
2010,"Brazilian Grand Prix","Toro Rosso",204.285
2010,"Brazilian Grand Prix","Williams",206.207
2010,"Brazilian Grand Prix","Ferrari",205.925
2010,"Brazilian Grand Prix","Renault",205.503
2010,"Brazilian Grand Prix","Sauber",206.644
2010,"Brazilian Grand Prix","Lotus",201.039
2010,"Brazilian Grand Prix","Lotus",200.636
2010,"Brazilian Grand Prix","Virgin",199.657
2010,"Brazilian Grand Prix","HRT",199.565
2010,"Brazilian Grand Prix","HRT",199.67
2010,"Brazilian Grand Prix","Virgin",202.071
2010,"Brazilian Grand Prix","Force India",201.616
2010,"Abu Dhabi Grand Prix","Red Bull",196.526
2010,"Abu Dhabi Grand Prix","McLaren",197.428
2010,"Abu Dhabi Grand Prix","McLaren",196.725
2010,"Abu Dhabi Grand Prix","Mercedes",196.58
2010,"Abu Dhabi Grand Prix","Renault",196.499
2010,"Abu Dhabi Grand Prix","Renault",195.427
2010,"Abu Dhabi Grand Prix","Ferrari",195.588
2010,"Abu Dhabi Grand Prix","Red Bull",195.647
2010,"Abu Dhabi Grand Prix","Toro Rosso",194.636
2010,"Abu Dhabi Grand Prix","Ferrari",194.64
2010,"Abu Dhabi Grand Prix","Sauber",194.738
2010,"Abu Dhabi Grand Prix","Williams",194.746
2010,"Abu Dhabi Grand Prix","Force India",194.696
2010,"Abu Dhabi Grand Prix","Sauber",194.624
2010,"Abu Dhabi Grand Prix","Toro Rosso",194.928
2010,"Abu Dhabi Grand Prix","Williams",195.263
2010,"Abu Dhabi Grand Prix","Lotus",189.739
2010,"Abu Dhabi Grand Prix","Virgin",188.402
2010,"Abu Dhabi Grand Prix","HRT",188.173
2010,"Abu Dhabi Grand Prix","HRT",187.483
2010,"Abu Dhabi Grand Prix","Lotus",188.663
2010,"Abu Dhabi Grand Prix","Virgin",187.148
2010,"Abu Dhabi Grand Prix","Mercedes",
2010,"Abu Dhabi Grand Prix","Force India",
2010,"Bahrain Grand Prix","Ferrari",191.706
2010,"Bahrain Grand Prix","Ferrari",189.392
2010,"Bahrain Grand Prix","McLaren",189.665
2010,"Bahrain Grand Prix","Red Bull",188.627
2010,"Bahrain Grand Prix","Mercedes",188.599
2010,"Bahrain Grand Prix","Mercedes",188.649
2010,"Bahrain Grand Prix","McLaren",189.017
2010,"Bahrain Grand Prix","Red Bull",189.781
2010,"Bahrain Grand Prix","Force India",189.118
2010,"Bahrain Grand Prix","Williams",189.233
2010,"Bahrain Grand Prix","Renault",188.226
2010,"Bahrain Grand Prix","Force India",189.93
