"RESULTID","RACEID","DRIVERID","GRID","POSITIONTEXT","POINTS","LAPS","TIME","FASTESTLAP","FASTESTLAPSPEED"
15469,626,309,3,"3",4,76,"+1:12.5",,
15470,626,278,17,"4",3,75,"",,
15471,626,304,11,"5",2,75,"",,
15472,626,232,9,"6",1,75,"",,
15473,626,238,8,"7",0,74,"",,
15474,626,199,10,"8",0,73,"",,
15475,626,182,19,"9",0,73,"",,
15476,626,243,25,"10",0,71,"",,
15477,626,306,6,"11",0,70,"",,
15478,626,290,22,"12",0,69,"",,
15479,626,329,23,"13",0,69,"",,
15480,626,314,5,"R",0,64,"",,
15481,626,327,12,"R",0,60,"",,
15482,626,338,15,"R",0,59,"",,
15483,626,235,1,"R",0,49,"",,
15484,626,289,21,"R",0,47,"",,
15485,626,250,13,"R",0,39,"",,
15486,626,262,14,"R",0,36,"",,
15487,626,305,7,"R",0,31,"",,
15488,626,293,24,"R",0,21,"",,
15489,626,330,18,"R",0,9,"",,
15490,626,280,26,"R",0,7,"",,
15491,626,320,16,"R",0,5,"",,
15492,626,333,20,"R",0,3,"",,
15493,627,235,1,"1",9,14,"42:12.3",,
15494,627,223,7,"2",6,14,"48.3",,
15495,627,238,4,"3",4,14,"+1:06.7",,
15496,627,307,18,"4",3,14,"+2:20.2",,
15497,627,312,19,"5",2,14,"+2:35.7",,
15498,627,289,15,"6",1,14,"+2:59.6",,
15499,627,290,21,"7",0,14,"+3:00.1",,
15500,627,329,27,"8",0,14,"+5:10.7",,
15501,627,306,13,"9",0,14,"+5:20.2",,
15502,627,327,5,"10",0,14,"+5:43.7",,
15503,627,328,2,"11",0,13,"",,
15504,627,232,22,"12",0,13,"",,
15505,627,333,20,"13",0,13,"",,
15506,627,314,12,"14",0,13,"",,
15507,627,278,8,"15",0,13,"",,
15508,627,250,11,"N",0,11,"",,
15509,627,224,3,"R",0,10,"",,
15510,627,280,9,"R",0,10,"",,
15511,627,304,10,"R",0,8,"",,
15512,627,305,16,"R",0,8,"",,
15513,627,199,6,"R",0,6,"",,
15514,627,243,14,"R",0,6,"",,
15515,627,338,23,"R",0,6,"",,
15516,627,182,24,"R",0,4,"",,
15517,627,321,25,"R",0,4,"",,
15518,627,293,26,"R",0,4,"",,
15519,627,317,17,"R",0,3,"",,
15520,628,224,1,"1",9,54,"29:16.7",,
15521,628,304,7,"2",6,54,"1.18",,
15522,628,309,4,"3",4,54,"36.53",,
15523,628,305,12,"4",3,54,"44.76",,
15524,628,278,6,"5",2,54,"45.64",,
15525,628,307,10,"6",1,54,"+1:01.19",,
15526,628,328,3,"7",0,54,"+1:09.09",,
15527,628,306,21,"8",0,54,"+1:21.45",,
15528,628,327,20,"9",0,53,"",,
15529,628,182,22,"10",0,53,"",,
15530,628,314,8,"11",0,52,"",,
15531,628,238,11,"12",0,52,"",,
15532,628,320,16,"13",0,51,"",,
15533,628,333,13,"14",0,51,"",,
15534,628,243,17,"R",0,48,"",,
15535,628,250,18,"N",0,46,"",,
15536,628,330,23,"R",0,45,"",,
15537,628,289,14,"R",0,36,"",,
15538,628,290,15,"R",0,31,"",,
15539,628,329,24,"R",0,24,"",,
15540,628,296,25,"R",0,22,"",,
15541,628,235,9,"R",0,20,"",,
15542,628,199,5,"R",0,14,"",,
15543,628,223,2,"R",0,13,"",,
15544,628,338,19,"R",0,6,"",,
15545,629,224,4,"1",9,55,"29:58.4",,
15546,629,305,9,"2",6,55,"14.5",,
15547,629,304,5,"3",4,55,"23.8",,
15548,629,309,8,"4",3,55,"35.7",,
15549,629,289,13,"5",2,55,"+1:05.6",,
15550,629,320,12,"6",1,55,"+1:21.9",,
15551,629,207,7,"7",0,54,"",,
15552,629,306,16,"8",0,54,"",,
15553,629,238,24,"9",0,54,"",,
15554,629,329,25,"10",0,54,"",,
15555,629,307,17,"11",0,52,"",,
15556,629,317,10,"12",0,51,"",,
15557,629,182,20,"13",0,50,"",,
15558,629,235,1,"R",0,46,"",,
15559,629,278,2,"R",0,38,"",,
15560,629,333,21,"R",0,33,"",,
15561,629,290,19,"R",0,20,"",,
15562,629,341,22,"R",0,20,"",,
15563,629,314,15,"R",0,20,"",,
15564,629,223,4,"R",0,16,"",,
15565,629,250,18,"R",0,15,"",,
15566,629,199,11,"R",0,14,"",,
15567,629,327,14,"R",0,14,"",,
15568,629,330,23,"R",0,6,"",,
15569,629,328,3,"R",0,0,"",,
15570,629,280,0,"F",0,0,"",,
15571,629,321,0,"F",0,0,"",,
15572,630,328,5,"1",9,80,"43:17.1",,
15573,630,309,1,"2",6,80,"48.2",,
15574,630,304,2,"3",4,80,"54.6",,
15575,630,199,9,"4",3,80,"+1:00.7",,
15576,630,223,7,"5",2,80,"+1:07.0",,
15577,630,278,10,"6",1,79,"",,
15578,630,314,13,"7",0,79,"",,
15579,630,289,17,"8",0,79,"",,
15580,630,250,18,"9",0,78,"",,
15581,630,307,14,"10",0,78,"",,
15582,630,224,4,"11",0,78,"",,
15583,630,235,8,"12",0,76,"",,
15584,630,280,21,"13",0,73,"",,
15585,630,317,16,"R",0,65,"",,
15586,630,182,19,"D",0,64,"",,
15587,630,238,3,"D",0,61,"",,
15588,630,329,24,"N",0,59,"",,
15589,630,327,6,"R",0,51,"",,
15590,630,320,12,"R",0,25,"",,
15591,630,342,22,"N",0,24,"",,
15592,630,306,20,"R",0,21,"",,
15593,630,343,23,"R",0,20,"",,
15594,630,290,11,"R",0,5,"",,
15595,630,333,15,"R",0,2,"",,
15596,631,328,1,"1",9,59,"41:45.4",,
15597,631,327,4,"2",6,59,"32.268",,
15598,631,304,3,"3",4,59,"37.528",,
15599,631,238,26,"4",3,59,"+1:22.516",,
15600,631,235,12,"5",2,59,"+1:23.119",,
15601,631,207,10,"6",1,58,"",,
15602,631,221,11,"7",0,58,"",,
15603,631,223,6,"8",0,58,"",,
15604,631,222,8,"9",0,58,"",,
15605,631,317,16,"10",0,57,"",,
15606,631,289,27,"11",0,57,"",,
15607,631,344,22,"12",0,57,"",,
15608,631,329,20,"13",0,57,"",,
15609,631,280,21,"14",0,57,"",,
15610,631,278,7,"15",0,57,"",,
15611,631,342,20,"16",0,57,"",,
15612,631,305,14,"17",0,56,"",,
15613,631,309,2,"18",0,54,"",,
15614,631,182,25,"19",0,49,"",,
15615,631,250,15,"R",0,48,"",,
15616,631,320,28,"R",0,47,"",,
15617,631,307,17,"R",0,44,"",,
15618,631,338,30,"R",0,44,"",,
15619,631,290,13,"R",0,43,"",,
15620,631,306,18,"R",0,40,"",,
15621,631,312,24,"R",0,34,"",,
15622,631,199,5,"R",0,31,"",,
15623,631,333,19,"R",0,25,"",,
15624,631,314,31,"R",0,22,"",,
15625,631,224,9,"R",0,17,"",,
15626,631,321,29,"R",0,8,"",,
15627,632,207,4,"1",9,79,"47:35.5",,
15628,632,328,1,"2",6,79,"20.9",,
15629,632,223,3,"3",4,79,"31.4",,
15630,632,317,14,"4",3,79,"+1:09.4",,
15631,632,278,2,"5",2,78,"",,
15632,632,304,7,"6",1,78,"",,
15633,632,312,17,"7",0,78,"",,
15634,632,235,8,"8",0,78,"",,
15635,632,289,19,"9",0,77,"",,
15636,632,238,13,"10",0,77,"",,
15637,632,280,18,"11",0,77,"",,
15638,632,243,15,"12",0,77,"",,
15639,632,333,22,"13",0,75,"",,
15640,632,224,5,"R",0,58,"",,
15641,632,341,6,"R",0,56,"",,
15642,632,327,9,"R",0,45,"",,
15643,632,307,24,"R",0,42,"",,
15644,632,345,10,"R",0,33,"",,
15645,632,293,16,"R",0,31,"",,
15646,632,346,12,"R",0,31,"",,
15647,632,340,21,"R",0,30,"",,
15648,632,334,20,"R",0,22,"",,
15649,632,320,11,"R",0,7,"",,
15650,632,347,23,"R",0,5,"",,
15651,632,339,25,"R",0,5,"",,
15652,633,328,4,"1",9,75,"49:03.4",,
15653,633,235,1,"2",6,75,"3.4",,
15654,633,278,3,"3",4,75,"58.1",,
15655,633,345,5,"4",3,75,"+1:17.9",,
15656,633,304,9,"5",2,75,"+1:27.0",,
15657,633,306,6,"6",1,74,"",,
15658,633,327,12,"7",0,74,"",,
15659,633,320,7,"8",0,73,"",,
15660,633,314,21,"9",0,72,"",,
15661,633,307,17,"10",0,71,"",,
15662,633,341,22,"11",0,67,"",,
15663,633,317,16,"N",0,58,"",,
15664,633,224,14,"R",0,54,"",,
15665,633,280,11,"R",0,53,"",,
15666,633,207,8,"R",0,50,"",,
15667,633,339,20,"R",0,46,"",,
15668,633,238,13,"R",0,24,"",,
15669,633,223,2,"R",0,13,"",,
15670,633,243,19,"R",0,9,"",,
15671,633,346,15,"R",0,5,"",,
15672,633,289,10,"R",0,5,"",,
15673,634,328,1,"1",9,80,"52:21.3",,
15674,634,238,6,"2",6,80,"25.6",,
15675,634,235,2,"3",4,80,"53.3",,
15676,634,304,6,"4",3,80,"+ 1:06.7",,
15677,634,224,17,"5",2,79,"",,
15678,634,243,16,"6",1,79,"",,
15679,634,341,10,"7",0,79,"",,
15680,634,280,13,"8",0,77,"",,
15681,634,345,5,"9",0,76,"",,
15682,634,314,18,"10",0,76,"",,
15683,634,346,3,"R",0,58,"",,
15684,634,306,7,"R",0,47,"",,
15685,634,278,4,"R",0,45,"",,
15686,634,223,11,"R",0,24,"",,
15687,634,320,14,"R",0,22,"",,
15688,634,317,12,"R",0,21,"",,
15689,634,327,15,"R",0,5,"",,
15690,634,289,9,"R",0,1,"",,
15691,634,307,0,"F",0,0,"",,
15692,634,207,0,"F",0,0,"",,
15693,634,339,0,"F",0,0,"",,
15694,634,342,0,"F",0,0,"",,
15695,635,235,1,"1",9,70,"56:20.0",,
15696,635,345,2,"2",6,70,"7.99",,
15697,635,223,4,"3",4,69,"",,
15698,635,238,13,"4",3,68,"",,
15699,635,341,7,"5",2,68,"",,
15700,635,346,8,"6",1,68,"",,
15701,635,307,9,"7",0,66,"",,
15702,635,298,21,"8",0,65,"",,
15703,635,306,11,"9",0,65,"",,
15704,635,289,16,"10",0,65,"",,
15705,635,328,3,"11",0,65,"",,
15706,635,304,14,"12",0,63,"",,
15707,635,280,15,"N",0,62,"",,
15708,635,342,24,"N",0,60,"",,
15709,635,320,23,"N",0,60,"",,
15710,635,339,17,"R",0,57,"",,
15711,635,314,19,"R",0,39,"",,
15712,635,327,12,"R",0,29,"",,
15713,635,243,18,"D",0,19,"",,
15714,635,317,4,"D",0,17,"",,
15715,635,207,16,"R",0,5,"",,
15716,635,338,22,"R",0,5,"",,
15717,635,278,5,"R",0,2,"",,
15718,636,328,1,"1",9,55,"46:42.3",,
15719,636,327,7,"2",6,55,"28.12",,
15720,636,224,17,"3",4,55,"34.07",,
15721,636,346,6,"4",3,55,"37.17",,
15722,636,278,9,"5",2,55,"41.08",,
15723,636,317,15,"6",1,55,"+1:16.02",,
15724,636,306,8,"7",0,55,"+1:16.93",,
15725,636,341,13,"8",0,55,"+1:24.91",,
15726,636,320,19,"9",0,54,"",,
15727,636,307,16,"10",0,54,"",,
15728,636,243,10,"11",0,53,"",,
15729,636,314,14,"12",0,50,"",,
15730,636,348,23,"13",0,50,"",,
15731,636,349,22,"N",0,46,"",,
15732,636,280,18,"R",0,45,"",,
15733,636,289,4,"R",0,34,"",,
15734,636,333,20,"R",0,31,"",,
15735,636,345,5,"R",0,27,"",,
15736,636,223,2,"R",0,20,"",,
15737,636,238,12,"R",0,19,"",,
15738,636,304,11,"R",0,16,"",,
15739,636,235,3,"R",0,4,"",,
15740,636,339,21,"R",0,4,"",,
15741,637,328,2,"1",9,68,"31:31.5",,
15742,637,238,5,"2",6,68,"36.1",,
15743,637,224,4,"3",4,68,"50.5",,
15744,637,280,17,"4",3,67,"",,
15745,637,243,12,"5",2,67,"",,
15746,637,341,11,"6",1,67,"",,
15747,637,306,15,"7",0,66,"",,
15748,637,307,11,"8",0,66,"",,
15749,637,346,3,"9",0,66,"",,
15750,637,327,10,"10",0,65,"",,
15751,637,330,21,"11",0,65,"",,
15752,637,314,7,"12",0,63,"",,
15753,637,317,19,"N",0,57,"",,
15754,637,333,24,"N",0,56,"",,
15755,637,320,14,"R",0,53,"",,
15756,637,235,6,"R",0,51,"",,
15757,637,223,1,"R",0,48,"",,
15758,637,278,9,"R",0,35,"",,
15759,637,304,8,"R",0,32,"",,
15760,637,321,23,"R",0,23,"",,
15761,637,329,20,"R",0,21,"",,
15762,637,293,13,"R",0,1,"",,
15763,637,289,22,"R",0,0,"",,
15764,637,262,16,"R",0,0,"",,
15765,638,328,1,"1",9,12,"29:16.3",,
15766,638,327,5,"2",6,12,"30.1",,
15767,638,223,4,"3",4,12,"37.1",,
15768,638,207,11,"4",3,12,"+2:05.0",,
15769,638,238,3,"5",2,12,"+2:29.1",,
15770,638,314,9,"6",1,12,"+2:58.6",,
15771,638,341,15,"7",0,12,"+3:19.0",,
15772,638,317,17,"8",0,12,"+6:31.7",,
15773,638,289,13,"9",0,12,"+6:37.0",,
15774,638,243,12,"10",0,11,"",,
15775,638,350,18,"11",0,11,"",,
15776,638,330,21,"12",0,10,"",,
15777,638,224,8,"R",0,8,"",,
15778,638,346,3,"D",0,6,"",,
15779,638,278,16,"R",0,6,"",,
15780,638,280,10,"R",0,5,"",,
15781,638,320,19,"R",0,5,"",,
15782,638,304,6,"R",0,3,"",,
15783,638,329,22,"D",0,3,"",,
15784,638,307,14,"R",0,2,"",,
15785,638,333,20,"R",0,2,"",,
15786,638,235,2,"R",0,1,"",,
15787,638,347,0,"F",0,0,"",,
15788,639,346,1,"1",9,54,"30:23.9",,
15789,639,224,5,"2",6,54,"4.12",,
15790,639,314,7,"3",4,54,"19.77",,
15791,639,317,10,"4",3,54,"31.87",,
15792,639,289,8,"5",2,54,"48.43",,
15793,639,280,13,"6",1,54,"+1:24.51",,
15794,639,243,12,"7",0,54,"+1:37.42",,
15795,639,238,11,"8",0,53,"",,
15796,639,262,22,"9",0,53,"",,
15797,639,320,16,"10",0,52,"",,
15798,639,337,17,"11",0,52,"",,
15799,639,330,15,"12",0,51,"",,
15800,639,329,19,"N",0,47,"",,
15801,639,327,3,"R",0,42,"",,
15802,639,328,2,"R",0,35,"",,
15803,639,235,6,"R",0,31,"",,
15804,639,182,21,"R",0,20,"",,
15805,639,341,18,"R",0,12,"",,
15806,639,223,4,"R",0,8,"",,
15807,639,307,14,"R",0,5,"",,
15808,639,304,9,"R",0,4,"",,
15809,639,347,20,"R",0,0,"",,
15810,640,320,11,"1",9,55,"18:12.6",,
15811,640,238,6,"2",6,55,"0.01",,
15812,640,327,5,"3",4,55,"0.09",,
15813,640,305,17,"4",3,55,"0.18",,
15814,640,307,4,"5",2,55,"0.61",,
15815,640,278,1,"6",1,55,"32.36",,
15816,640,262,13,"7",0,55,"+1:24.83",,
15817,640,224,18,"8",0,54,"",,
15818,640,346,3,"9",0,53,"",,
15819,640,347,21,"10",0,51,"",,
15820,640,289,14,"R",0,47,"",,
15821,640,197,24,"N",0,47,"",,
15822,640,329,16,"R",0,41,"",,
15823,640,280,10,"R",0,40,"",,
15824,640,333,20,"R",0,33,"",,
15825,640,223,8,"R",0,17,"",,
15826,640,235,2,"R",0,15,"",,
15827,640,328,7,"R",0,15,"",,
15828,640,330,19,"R",0,11,"",,
15829,640,314,9,"R",0,5,"",,
15830,640,351,22,"R",0,5,"",,
15831,640,337,12,"R",0,3,"",,
15832,640,341,15,"R",0,3,"",,
15833,640,243,23,"R",0,0,"",,
15834,641,328,1,"1",9,64,"55:13.1",,
15835,641,238,6,"2",6,64,"38.3",,
15836,641,288,8,"3",4,64,"+1:35.8",,
15837,641,304,10,"4",3,63,"",,
15838,641,317,7,"5",2,63,"",,
15839,641,327,3,"6",1,62,"",,
15840,641,224,4,"7",0,62,"",,
15841,641,235,12,"8",0,62,"",,
15842,641,346,2,"9",0,61,"",,
15843,641,278,5,"10",0,61,"",,
15844,641,341,14,"11",0,60,"",,
15845,641,337,19,"12",0,60,"",,
15846,641,207,13,"13",0,60,"",,
15847,641,320,16,"14",0,59,"",,
15848,641,352,21,"15",0,59,"",,
15849,641,330,20,"16",0,57,"",,
15850,641,329,22,"N",0,56,"",,
15851,641,353,25,"N",0,55,"",,
15852,641,243,23,"R",0,26,"",,
15853,641,306,11,"R",0,15,"",,
15854,641,342,24,"R",0,13,"",,
15855,641,223,18,"R",0,7,"",,
15856,641,289,15,"R",0,2,"",,
15857,641,314,17,"R",0,1,"",,
15858,641,307,9,"R",0,0,"",,
15859,641,354,0,"F",0,0,"",,
15860,642,327,5,"1",9,59,"43:52.0",,
15861,642,346,6,"2",6,59,"40.062",,
15862,642,238,11,"3",4,59,"44.07",,
15863,642,307,12,"4",3,59,"56.749",,
15864,642,328,1,"5",2,59,"+1:00.003",,
15865,642,223,4,"6",1,59,"+1:16.426",,
15866,642,289,18,"7",0,58,"",,
15867,642,306,10,"8",0,58,"",,
15868,642,320,21,"9",0,58,"",,
15869,642,322,22,"10",0,58,"",,
15870,642,333,26,"11",0,57,"",,
15871,642,278,8,"12",0,57,"",,
15872,642,337,16,"13",0,57,"",,
15873,642,355,24,"14",0,56,"",,
15874,642,305,14,"15",0,54,"",,
15875,642,347,28,"16",0,54,"",,
15876,642,341,13,"17",0,54,"",,
15877,642,342,25,"N",0,52,"",,
15878,642,235,7,"R",0,49,"",,
15879,642,224,2,"N",0,49,"",,
15880,642,353,29,"N",0,49,"",,
15881,642,304,3,"R",0,47,"",,
15882,642,314,15,"R",0,41,"",,
15883,642,354,27,"R",0,30,"",,
15884,642,344,17,"R",0,15,"",,
15885,642,280,20,"R",0,23,"",,
15886,642,330,23,"R",0,11,"",,
15887,642,317,9,"R",0,5,"",,
15888,642,309,19,"R",0,1,"",,
15889,643,356,3,"1",9,80,"49:35.4",,
15890,643,304,6,"2",6,80,"8.1",,
15891,643,328,1,"3",4,80,"17.1",,
15892,643,306,8,"4",3,80,"+1:13.1",,
15893,643,357,14,"5",2,79,"",,
15894,643,289,19,"6",1,79,"",,
15895,643,280,18,"7",0,78,"",,
15896,643,340,22,"8",0,78,"",,
15897,643,345,16,"9",0,76,"",,
15898,643,346,9,"10",0,75,"",,
15899,643,362,21,"11",0,75,"",,
15900,643,293,13,"12",0,73,"",,
15901,643,358,4,"13",0,72,"",,
15902,643,235,5,"R",0,60,"",,
15903,643,341,7,"R",0,60,"",,
15904,643,352,23,"R",0,58,"",,
15905,643,359,17,"R",0,57,"",,
15906,643,360,10,"R",0,39,"",,
15907,643,361,20,"R",0,39,"",,
15908,643,207,11,"R",0,26,"",,
15909,643,243,15,"R",0,23,"",,
15910,643,262,12,"R",0,22,"",,
15911,643,278,2,"R",0,14,"",,
15912,644,328,3,"1",9,90,"10:58.2",,
15913,644,360,11,"2",6,89,"",,
15914,644,207,16,"3",4,89,"",,
15915,644,289,15,"4",3,89,"",,
15916,644,359,14,"5",2,88,"",,
15917,644,341,12,"R",0,76,"",,
15918,644,356,1,"R",0,61,"",,
15919,644,243,17,"R",0,43,"",,
15920,644,280,9,"R",0,33,"",,
15921,644,306,4,"R",0,31,"",,
15922,644,304,2,"R",0,10,"",,
15923,644,278,6,"R",0,10,"",,
15924,644,358,8,"R",0,9,"",,
15925,644,345,5,"W",0,4,"",,
15926,644,235,7,"R",0,0,"",,
15927,644,262,10,"R",0,0,"",,
15928,644,361,13,"W",0,0,"",,
15929,644,333,0,"F",0,0,"",,
15930,644,357,0,"F",0,0,"",,
15931,644,346,0,"F",0,0,"",,
15932,644,352,0,"F",0,0,"",,
15933,644,339,0,"F",0,0,"",,
15934,645,358,8,"1",9,80,"54:37.4",,
15935,645,356,4,"2",6,80,"23.1",,
15936,645,280,7,"3",4,80,"51.4",,
15937,645,304,3,"4",3,80,"+1:28.3",,
15938,645,289,16,"5",2,79,"",,
15939,645,345,15,"6",1,78,"",,
15940,645,238,12,"7",0,78,"",,
15941,645,346,11,"8",0,76,"",,
15942,645,278,2,"R",0,60,"",,
15943,645,361,9,"N",0,58,"",,
15944,645,328,1,"R",0,57,"",,
15945,645,262,14,"R",0,42,"",,
15946,645,306,6,"R",0,21,"",,
15947,645,360,10,"R",0,19,"",,
15948,645,341,13,"R",0,14,"",,
15949,645,235,5,"R",0,11,"",,
15950,645,333,0,"F",0,0,"",,
15951,645,243,0,"F",0,0,"",,
15952,645,352,0,"F",0,0,"",,
15953,645,357,0,"F",0,0,"",,
15954,645,359,0,"F",0,0,"",,
15955,646,345,6,"1",9,28,"38:10.1",,
15956,646,278,3,"2",6,28,"1.1",,
15957,646,306,11,"3",4,28,"+1:43.7",,
15958,646,363,8,"4",3,28,"+2:38.5",,
15959,646,243,7,"5",2,28,"+3:31.8",,
15960,646,280,17,"6",1,27,"",,
15961,646,346,10,"7",0,26,"",,
15962,646,235,4,"8",0,26,"",,
15963,646,238,9,"N",0,20,"",,
15964,646,356,5,"R",0,19,"",,
15965,646,289,16,"R",0,19,"",,
15966,646,328,1,"R",0,14,"",,
15967,646,357,13,"R",0,13,"",,
15968,646,358,2,"R",0,10,"",,
15969,646,262,14,"R",0,7,"",,
15970,646,361,12,"R",0,4,"",,
15971,646,321,15,"R",0,1,"",,
15972,647,358,1,"1",9,80,"50:43.4",,
15973,647,328,2,"2",6,80,"30",,
15974,647,235,3,"3",4,79,"",,
15975,647,223,6,"4",3,79,"",,
15976,647,306,10,"5",2,79,"",,
15977,647,341,14,"6",1,79,"",,
15978,647,357,8,"7",0,78,"",,
15979,647,280,13,"8",0,78,"",,
15980,647,238,16,"9",0,78,"",,
15981,647,345,7,"10",0,77,"",,
15982,647,356,12,"11",0,76,"",,
15983,647,289,20,"N",0,71,"",,
15984,647,327,15,"R",0,31,"",,
15985,647,352,18,"R",0,26,"",,
15986,647,262,5,"R",0,23,"",,
15987,647,361,9,"R",0,22,"",,
15988,647,346,17,"R",0,22,"",,
15989,647,320,11,"R",0,18,"",,
15990,647,364,19,"R",0,2,"",,
15991,647,278,4,"R",0,1,"",,
15992,647,333,0,"F",0,0,"",,
15993,647,243,0,"F",0,0,"",,
15994,647,353,0,"F",0,0,"",,
15995,647,351,0,"F",0,0,"",,
15996,648,358,6,"1",9,38,"55:57.0",,
15997,648,278,3,"2",6,38,"7.61",,
15998,648,356,5,"3",4,38,"44.83",,
15999,648,304,7,"4",3,38,"45.66",,
16000,648,280,8,"5",2,38,"+1:19.42",,
16001,648,364,17,"6",1,38,"+1:19.65",,
16002,648,243,14,"7",0,38,"+2:20.16",,
16003,648,357,18,"8",0,38,"+2:47.17",,
16004,648,328,4,"9",0,38,"+3:09.61",,
16005,648,289,20,"10",0,37,"",,
16006,648,327,13,"11",0,37,"",,
16007,648,352,19,"12",0,36,"",,
16008,648,306,2,"13",0,35,"",,
16009,648,363,11,"14",0,35,"",,
16010,648,333,15,"N",0,29,"",,
16011,648,346,16,"R",0,23,"",,
16012,648,238,9,"R",0,17,"",,
16013,648,235,1,"R",0,16,"",,
16014,648,345,10,"R",0,6,"",,
16015,648,262,12,"R",0,5,"",,
16016,648,351,0,"F",0,0,"",,
16017,648,339,0,"F",0,0,"",,
16018,648,353,0,"F",0,0,"",,
16019,649,358,1,"1",9,80,"57:02.0",,
16020,649,356,2,"2",6,80,"32.9",,
16021,649,304,5,"3",4,80,"54.4",,
16022,649,223,6,"4",3,80,"54.8",,
16023,649,278,17,"5",2,79,"",,
16024,649,289,22,"6",1,79,"",,
16025,649,327,14,"7",0,79,"",,
16026,649,224,21,"8",0,78,"",,
16027,649,238,13,"9",0,72,"",,
16028,649,353,23,"N",0,69,"",,
16029,649,364,11,"R",0,60,"",,
16030,649,345,15,"R",0,58,"",,
16031,649,262,4,"R",0,54,"",,
16032,649,328,8,"R",0,52,"",,
16033,649,341,19,"R",0,51,"",,
16034,649,280,12,"R",0,41,"",,
16035,649,306,10,"R",0,24,"",,
16036,649,207,9,"R",0,21,"",,
16037,649,346,20,"R",0,19,"",,
16038,649,357,7,"R",0,15,"",,
16039,649,352,16,"R",0,10,"",,
16040,649,235,3,"R",0,6,"",,
16041,649,333,18,"R",0,0,"",,
16042,650,358,2,"1",9,50,"42:00.3",,
16043,650,235,1,"2",6,50,"0.7",,
16044,650,304,16,"3",4,50,"+1:21.8",,
16045,650,224,13,"4",3,50,"+1:55.1",,
16046,650,243,11,"5",2,49,"",,
16047,650,280,5,"6",1,49,"",,
16048,650,327,14,"7",0,49,"",,
16049,650,346,4,"8",0,47,"",,
16050,650,341,15,"9",0,46,"",,
16051,650,289,20,"R",0,37,"",,
16052,650,278,6,"R",0,34,"",,
16053,650,223,3,"R",0,30,"",,
16054,650,357,10,"R",0,24,"",,
16055,650,328,7,"R",0,20,"",,
16056,650,207,9,"R",0,15,"",,
16057,650,238,19,"R",0,11,"",,
16058,650,345,8,"R",0,7,"",,
16059,650,262,18,"R",0,5,"",,
16060,650,356,12,"R",0,4,"",,
16061,650,306,21,"R",0,4,"",,
16062,650,320,17,"R",0,3,"",,
16063,650,312,0,"F",0,0,"",,
16064,650,333,0,"F",0,0,"",,
16065,650,351,0,"F",0,0,"",,
16066,650,365,0,"F",0,0,"",,
16067,17,20,2,"1",10,55,"34:03.4",54,199.387
16068,17,17,3,"2",8,55,"17.857",14,198.808
16069,17,18,5,"3",6,55,"18.467",49,198.668
16070,17,22,4,"4",5,55,"22.735",54,199.05
16071,17,2,8,"5",4,55,"26.253",54,198.609
16072,17,155,12,"6",3,55,"28.343",55,198.398
16073,17,15,6,"7",2,55,"34.366",49,198.508
16074,17,67,10,"8",1,55,"41.294",55,199.294
16075,17,3,9,"9",0,55,"45.941",49,197.97
16076,17,9,7,"10",0,55,"48.18",54,198.113
16077,17,5,18,"11",0,55,"52.798",53,197.346
16078,17,8,11,"12",0,55,"54.317",54,198.272
16079,17,6,13,"13",0,55,"59.839",54,198.447
16080,17,4,15,"14",0,55,"+1:09.687",54,198.441
16081,17,24,16,"15",0,55,"+1:34.450",54,197.422
16082,17,21,20,"16",0,54,"",54,197.705
16083,17,16,17,"17",0,54,"",34,198.152
16084,17,154,19,"18",0,54,"",47,195.498
16085,17,1,1,"R",0,20,"",16,199.212
16086,17,153,14,"R",0,18,"",16,193.522
16087,651,235,3,"1",9,60,"42:17.3",,
16088,651,223,2,"2",6,60,"0.61",,
16089,651,243,17,"3",4,60,"+1:27.88",,
16090,651,345,22,"4",3,59,"",,
16091,651,262,14,"5",2,59,"",,
16092,651,306,7,"6",1,59,"",,
16093,651,363,5,"7",0,59,"",,
16094,651,278,5,"8",0,59,"",,
16095,651,346,20,"9",0,59,"",,
16096,651,320,21,"10",0,59,"",,
16097,651,352,23,"11",0,58,"",,
16098,651,333,15,"12",0,57,"",,
16099,651,356,8,"13",0,56,"",,
16100,651,280,13,"14",0,56,"",,
16101,651,224,16,"15",0,55,"",,
16102,651,304,11,"R",0,30,"",,
16103,651,341,12,"R",0,27,"",,
16104,651,314,19,"R",0,25,"",,
16105,651,358,1,"R",0,21,"",,
16106,651,207,18,"R",0,13,"",,
16107,651,351,24,"R",0,13,"",,
16108,651,328,4,"R",0,7,"",,
16109,651,357,10,"R",0,4,"",,
16110,651,327,9,"R",0,0,"",,
16111,652,223,3,"1",9,68,"39:07.1",,
16112,652,328,4,"2",6,68,"5.73",,
16113,652,306,14,"3",4,68,"5.8",,
16114,652,304,9,"4",3,68,"6.15",,
16115,652,243,17,"5",2,68,"6.41",,
16116,652,327,11,"6",1,68,"+1:03.46",,
16117,652,278,18,"7",0,67,"",,
16118,652,333,12,"8",0,61,"",,
16119,652,320,16,"N",0,60,"",,
16120,652,262,6,"R",0,36,"",,
16121,652,238,13,"R",0,35,"",,
16122,652,356,8,"R",0,31,"",,
16123,652,235,1,"R",0,25,"",,
16124,652,352,20,"R",0,21,"",,
16125,652,314,19,"R",0,17,"",,
16126,652,363,15,"R",0,14,"",,
16127,652,280,5,"R",0,14,"",,
